event_id,time_to_tca,mission_id,t_span,c_span,self_t_j2k_sma,self_t_j2k_ecc,self_t_j2k_inc,self_t_j2k_Omega,self_t_j2k_omega,self_t_j2k_theta,self_c_j2k_sma,self_c_j2k_ecc,self_c_j2k_inc,self_c_j2k_Omega,self_c_j2k_omega,self_c_j2k_theta,self_mahalanobis_distance_B,self_relative_speed_B,self_det_C_B,self_geocentric_latitude,self_t_sigma_rsquared,self_t_sigma_tsquared,self_t_sigma_nsquared,self_t_sigma_rt,self_t_sigma_rn,self_t_sigma_tn,self_c_sigma_rsquared,self_c_sigma_tsquared,self_c_sigma_nsquared,self_c_sigma_rt,self_c_sigma_rn,self_c_sigma_tn
8756,4.04498582175926,4,5.42,2,7193677.80680786,0.0005389191334998,98.7790900657321,0,230.27027027027,211.377137713771,7182192.98953524,0.00238457637774524,82.8609325102733,169.656398453694,249.756613357173,210.032177382466,1.25310628635971,24.3055549206349,3894783.85829664,77.9049344837227,68.54677,2472.118,15.77571,-88.55161,6.453259,-9.070603,282.928,706947.7,388.4505,-1658.478,23.48259,-974.8063
10848,1.9284190625,7,9.1,2,6868342.23662249,0.000799588528516197,87.7892561697707,0,332.252252252252,130.981098109811,6985774.3189576,0.0169001046902607,98.872402472414,309.80133221093,115.745924459395,344.356464102926,1.05725417008421,172.945829669293,41598250.5564189,76.5865095941697,18.12803,8874.508,3.336949,-36.59885,2.441859,-0.5046333,201.9415,233097.7,153.1149,-1145.918,120.1829,381.8659
8767,0.633983842592593,15,5.1,2,7084835.15732267,0.000439726481810939,92.0734653119153,0,212.972972972973,246.732673267327,7077042.01530476,0.00133100384297113,86.3150900890861,170.344255347004,243.741705931102,197.038853629302,0.949697787931888,38.2179277303205,4760872.48331004,80.0774185452426,6.035755,130.2294,4.07914,12.68276,0.943337,-0.5178467,1334.175,65173.97,3868.42,-4349.314,-881.0507,3346.035
10764,0.400947372685185,6,9.1,2,6808136.87811346,0.00131375828855323,87.2418615340641,0,41.8018018018018,87.4527452745275,6810622.16297523,0.000487222084325935,51.8293531053066,103.03667966542,109.081179730626,330.603098137327,8.19607400235667,370.368276179265,3958271.0974919,50.664299108347,6.57183749039995,949.300470480438,3.50195331072765,-23.0278238451292,0.466998960076694,-0.768006184119242,88.4504763533163,122868.231879156,246.181598434936,-1611.87502161983,-16.3488224608648,-393.138460716794
4838,2.20423663194444,7,9.1,2,6867400.13771682,0.00324972044435285,87.8441432207775,0,95.1351351351351,182.214221422142,6862333.43169658,0.00400060810412914,97.3705264787468,237.809152803663,83.0700452425887,184.836109069296,4.7158545965027,542.648781441551,4179154.01501799,-82.3426349353459,12.7661285622832,14838.2936515,2.58504046637799,-101.339204635562,-0.0402494393179871,-2.86886690215229,51.8132635080642,541626.440561247,32.9744256209029,-4083.58715191193,12.2262436486576,65.2312248572069
3211,2.16429238425926,1,21,2,7063130.53425409,0.00269047235979439,98.2556725160596,0,104.864864864865,180.01800180018,7059055.57492581,0.00332611443582349,86.2931591557473,196.130743045899,63.694898545962,189.728940712735,3.52645097573913,115.140305714376,725349268.366348,-73.0260812127482,10.4885744119811,2935.07581967633,3.43641089750331,96.38521742758,-0.643006363897642,-12.170781268793,6691.69889848413,3941219.95721782,1747.15006476734,-26967.7237673853,-2291.54125573926,1207.40425174568
10378,4.76536556712963,7,9.1,11.79,6868751.70069977,0.000487628070995088,87.6597443463427,0,311.711711711712,147.866786678668,6870027.70029915,0.000225702413075394,98.5890528428701,226.668548095062,269.802514660854,175.330847320657,9.41543820152934,1054.32830750198,212220203.07778,80.1423478822811,40.84848,19922.13,3.374983,-107.6561,-6.757894,10.08181,193.4371,6773377,31.26162,-15669.77,28.82286,-665.9981
8756,5.53143335648148,4,5.42,2,7193677.71381852,0.000539202301701411,98.7791093900966,0,230.990990990991,210.945094509451,7182194.20743115,0.00238111909142501,82.8102404713803,169.647740037774,249.502662256486,210.003221001191,3.65373597527758,82.5587669481564,4054127.54856583,78.1008774489242,75.52857,6750.689,16.30346,26.39538,8.304666,-19.25276,225.6988,2519162,296.0139,-7715.991,31.23225,-1009.909
7248,6.26128784722222,7,9.1,2,6875441.42855527,0.0020878586114766,87.6671627451235,0,120,186.894689468947,7002596.95561472,0.0174286494026433,62.7489644239689,133.696547875949,221.330169688812,22.6758019068025,1.57979979440783,29.6118219635334,46407563.6398758,-53.0421007005451,5.098245,66873.38,6.061082,-164.404,-0.9530608,11.48471,138.1608,250772.7,34.00852,1561.194,-6.894482,104.4065
8756,5.36204677083333,4,5.42,2,7193677.71522517,0.000538993444378224,98.7791065980795,0,230.990990990991,210.945094509451,7182194.49958575,0.00238102703894136,82.8102239568065,169.647734937148,249.51397567348,209.991927543941,3.45464881833359,79.6510514682637,1778522.6891056,78.1008794951976,104.1621,7905.704,16.53442,-196.1019,7.053013,-9.120811,225.693,2528049,296.0153,-7730.835,31.23286,-1009.84
10378,4.44439356481482,7,9.1,11.79,6868751.81330906,0.000487286384852069,87.6597562750713,0,312.072072072072,147.506750675067,6870025.78204996,0.000228222497018279,98.5885272743246,226.668672569715,272.36600662295,172.766847061173,2.19189040171812,956.196930553534,128717801.829328,80.1420356918598,32.05875,398529.4,3.403508,-862.6793,-5.555705,-3.791105,159.9405,4391621,33.06858,-9981.295,26.10923,-344.7492
9117,0.582865347222222,1,21,2,7078731.16470287,0.00148825768194397,98.2034973427325,0,101.261261261261,62.7542754275428,7074498.17842491,0.0020730100977401,86.4166974033461,3.35754067131914,76.2651923836912,87.8819690372486,1.62299076752637,549.377993734733,352298931.635926,15.816593113592,119.253436067868,415.544021199951,14.0720075544066,-154.163308235424,0.978107336946609,-5.53780459318651,766.015949818466,408765.724989546,6344.03066503526,-2652.90194616097,-679.798608010163,3505.66818246399
10378,3.80349148148148,7,9.1,11.79,6868752.18959032,0.000487381677194323,87.6597570694889,0,312.072072072072,147.470747074707,6870026.41624821,0.000227555512466128,98.5616916928326,226.670984391966,270.937008614241,174.220466320318,2.75208326292991,865.721005867364,68450302.8812253,80.1769967432909,34.00743,195793.1,2.902222,-437.8645,-4.784211,-15.17195,146.4542,2565444,34.83138,-7263.745,24.11932,-296.4059
8756,6.37313497685185,4,5.42,2,7193677.49083279,0.000538995754936401,98.7791103711794,0,230.630630630631,211.197119711971,7182191.79524236,0.00238159654982846,82.8298679968766,169.650283651772,249.547859923696,210.064240403819,4.78096393375328,115.924371898234,7021858.39604959,78.027771374083,85.11357,8204.318,18.87107,19.92847,12.62767,-15.50443,230.0309,3307363,313.2631,-9345.896,29.7098,-916.5951
8756,6.59439637731482,4,5.42,2,7193677.51749575,0.000538999553084532,98.7791096851886,0,230.630630630631,211.233123312331,7182195.14703065,0.00238172520349784,82.8233213588774,169.649165661574,249.504115443383,210.072704931344,3.70717340947469,96.1428624495859,15803746.5318032,78.0521258612051,87.27792,9645.523,18.60192,146.4425,13.77221,-11.18924,245.4801,4417931,340.1942,-11104.25,40.06879,-715.1198
4838,3.15665501157407,7,9.1,2,6867399.87488495,0.00324930762082915,87.844140428517,0,95.1351351351351,182.358235823582,6862332.24513019,0.00400216510582786,97.4945794266232,237.804521331556,82.8162665437578,185.013820331832,3.87684064219592,854.093753635981,23164109.0781549,-82.2043725657005,15.8039723218521,55128.1872148215,2.90285697989998,-273.798422235544,-0.219515424110478,3.72719359573022,92.2067645534222,2798629.49942619,42.7620555485376,-14131.722618409,13.4869984384865,117.577302161048
5936,6.87526241898148,1,21,2,7063181.5661411,0.00267418716623596,98.0803032587077,0,77.4774774774775,176.957695769577,7056562.60663151,0.00381258938534915,98.0677728201692,126.480329445656,86.7976771616105,198.773538680762,2.4981731364799,427.680137485949,5260045.30059897,-72.5088892836037,5.48322981230466,178875.335011878,4.26352512284846,-377.127540076214,-0.307588331023934,43.4955491272182,61.3546032098028,202410.142347534,6.73860333697604,-753.197774840895,-11.2025927773867,8.1152864861909
10378,5.74301840277778,7,9.1,11.79,6868754.27994797,0.000486948941146518,87.6597568896677,0,312.072072072072,147.398739873987,6870031.67698536,0.000227819021445384,98.5061682021241,226.67574638398,271.633096914303,173.572968821783,3.10225067791055,448.505919693375,649578584.835185,80.2468958928175,61.70337,36394.44,5.024781,-255.2125,-11.62157,45.59116,401.712,9734683.00000001,39.01494,-18316.64,72.24783,-813.7756
8756,6.0252528125,4,5.42,2,7193677.62645717,0.000539078619789819,98.7791178131409,0,230.630630630631,211.197119711971,7182192.6181118,0.00238163634969428,82.8296479066643,169.65024775009,249.539683790534,210.072406799276,3.76526991350164,89.3584355279343,17127310.3241684,78.0277659541419,76.51699,7659.183,16.49811,4.154099,8.394727,-21.48902,231.0465,3482456,313.2786,-9790.125,29.72791,-919.3533
6834,1.21306931712963,6,9.1,2,6813269.43902269,0.000935130691626083,87.307902464834,0,174.054054054054,251.701170117012,6802158.9631601,0.00213282227836922,97.3599438893045,169.398485623255,268.362263669507,204.950356690565,3.54449004833954,43.8092455995307,47352226.7762602,65.6151960339754,26.08041,49108.55,20.08713,-422.8687,3.315267,-39.04099,374.256,2486453,101.9358,-24621.03,79.16421,-610.9499
4838,2.82069416666667,7,9.1,2,6867399.55942625,0.00324948452859685,87.8441375988138,0,95.1351351351351,182.250225022502,6862330.58585791,0.00400087225470277,97.4040647209664,237.807927113165,83.0733064266358,184.815221303758,4.70227617954325,967.079283202779,14275261.8659465,-82.3080876398089,16.6892477819343,47106.9922497026,2.9697597901615,-313.27962508883,0.331734278185866,4.85148173190196,73.7597461396246,1778578.90179484,32.6121779562771,-9838.09938417176,9.92776614857799,330.551831250578
8756,4.53897880787037,4,5.42,2,7193678.04108952,0.000537298235339482,98.7790974273655,0,230.630630630631,211.233123312331,7182192.8123066,0.00238190834362498,82.8222935597799,169.648972847145,249.571280899472,210.005644054572,1.85535157927753,40.0982543260926,926996.968382918,78.0521348072448,83.2548,3402.018,15.52185,80.97929,6.070573,1.378284,237.3447,1294677,337.957,-4037.873,-15.63512,-1652.338
7347,3.45333377314815,9,20,2,6989086.5516691,0.00284701020491519,97.9991353571607,0,97.6576576576577,182.142214221422,6982186.6800415,0.00384258074359305,81.2681446516056,82.0998217279075,102.930003641841,176.240094335448,9.11652166114733,1382.12008161375,215867519.031684,-77.3747213076971,11.4773116614546,9663.70204433646,3.05560289501462,143.941714416189,0.117407190475045,-6.21421757808719,280.09125583331,1459983.57163885,1039.3002152647,-6837.99332463584,54.4975042073552,5348.24624946435
10378,6.76064741898148,7,9.1,11.79,6868755.9265941,0.00048670518444256,87.6597502908943,0,312.072072072072,147.650765076508,6870033.93454668,0.000226394697776452,98.6871349995022,226.660060034293,270.141522943742,174.888857065833,0.943406440098949,159.985780618154,1927927610.61354,80.0021175649817,71.38268,47241.93,5.969197,-148.5642,-14.35159,46.71301,491.76,24079110,34.97363,-33775.27,82.68408,-1014.952
4838,3.87707222222222,7,9.1,2,6867400.26513763,0.00324913764442797,87.8441406418085,0,95.1351351351351,182.502250225023,6862333.76110436,0.00400243168087862,97.6142598183104,237.799874059285,82.7202699382561,185.031363947522,1.97961033466705,568.095291302436,58447399.189515,-82.0659076037901,22.1403993805934,122828.791343883,2.85043317936474,-660.784533742357,0.493082770397249,10.1369503341071,127.12035703723,5223570.70563149,48.453118250887,-22818.6821121659,15.865611393959,664.591764628311
1656,3.06156905092593,18,27.71,2,7172965.84396977,0.000721303986777484,98.7722201218883,0,252.252252252252,192.871287128713,7209963.69176166,0.00451969775353134,83.1860845848927,256.679292090898,93.9703241849972,348.66243459624,6.42375514121311,608.650794791233,8594932.9219352,79.9727607648445,46.6369983050086,6177.1898046197,5.18409805446132,-35.3289171935436,6.41850055027225,-8.57776296259342,127.160305973419,130282.834946427,34.1691205506893,-1025.88175358906,-19.4106112991855,10.898563028646
11669,4.32236010416667,1,21,2,7065187.13615624,0.00239282202774521,98.1403927033161,0,111.711711711712,183.618361836184,7102913.64190136,0.00322030544561412,73.8144858670683,161.099380218245,224.450014417007,24.2469101246297,6.06554776447936,223.872486027203,2982595299.25178,-63.4764527508207,11.21672,5477.2,11.7755,19.91654,2.503206,8.262349,3460.983,30245750,663.0311,-81401.17,-133.5565,1229.702
8870,2.14362378472222,7,9.1,2,6872112.68662444,0.000746934388541817,87.7910559379289,0,186.666666666667,243.024302430243,6898318.64444653,0.0151639167003902,99.1015344727499,160.464556331993,30.6898270851346,77.6719050576728,4.26524445085645,42.2783632606562,32908617.8232624,69.5762377419072,41.04653,53058.87,4.112426,-268.4835,2.074392,1.335831,159.8383,1191741,30.85043,12051.69,8.867083,-175.6856
4838,3.4610650462963,7,9.1,2,6867400.0895437,0.00324911808184115,87.8441417347652,0,95.1351351351351,182.466246624662,6862332.66922647,0.00400271816404561,97.5847405827555,237.801038530868,82.7013214509118,185.070128693393,3.02004504967558,693.587463842881,26839457.8008588,-82.1005426424073,16.096754676552,65670.1874837986,2.92749564571282,-263.781051720164,0.29007615896598,5.26960138753833,93.3396059080108,2776168.90419804,49.8702550503889,-13703.7467509362,15.8548319899921,259.201525503683
1793,4.91155131944445,1,21,2,7072267.56704989,0.00135552407581274,98.0913756583247,0,62.3423423423423,76.975697569757,7126996.1709301,0.0122012914721707,99.0435937070133,194.628074842576,90.4199410541283,310.385631545639,3.76502160308039,132.014355280022,18987692.3409401,40.1934458111636,309.111816107202,13539.2844061163,10.8659838273624,-537.481334114145,-2.15772822893715,15.6469653704697,533.370785687396,762101.934901658,134.285135232318,-7018.55581765177,-105.666405535838,-640.687738961581
11669,3.79221324074074,1,21,2,7065191.71041959,0.00239210596505657,98.1403817816121,0,111.711711711712,183.510351035103,7102924.31986759,0.00322592499567337,73.8548988289721,161.083013359344,224.362459613751,24.4393395444291,17.8822645505661,551.888702547896,2423256576.5845,-63.5788724466228,8.512301,2221.598,8.933777,20.4655,2.667355,9.93384299999999,3461.863,24816740,665.2158,-75643.65,-132.7767,1077.246
7254,4.82490809027778,5,1,2,6997011.11824495,0.00182275255859365,97.8024304889866,0,194.594594594595,271.791179117912,7004878.16237295,0.00118499284492397,98.0768111496043,230.509679920936,74.5984392127307,359.146493032228,1.23698730705205,34.5273804392977,279418.522004321,71.8974955437444,37.55789,8296.054,4.480428,-52.98536,4.321809,-14.28737,72.07363,4985.392,7.129144,26.92893,8.923335,1.95589
10848,2.3083724537037,7,9.1,2,6868341.63237551,0.000799634737444876,87.7892593758225,0,332.252252252252,130.981098109811,6985770.16931041,0.0168996478224824,98.8731642887076,309.80147305634,115.74398771292,344.359973739839,1.43996026598616,381.015603355033,221788213.852156,76.5865101131433,20.41692,23029.19,3.737192,-137.9082,3.608883,-10.20411,227.2962,1327091,143.0898,-7474.137,108.8428,98.61811
5067,6.87326998842593,9,20,2,6990241.38380645,0.000728417804298835,97.9686312111451,0,348.108108108108,119.89198919892,6984221.03223086,0.00165794754426206,97.8895228290813,225.946105375307,209.479173162563,222.486889943009,4.31892131736482,834.358472120946,212554348.023692,70.3684691111145,70.4157509265351,64128.0265198987,4.70233962504107,-125.870184122008,0.603593353750256,-29.0233289404354,159.554283809772,7434947.44065075,4.5262583293057,-21731.1822885171,20.2550815178415,-737.854369616038
7579,6.26033488425926,9,20,2,6988939.07466435,0.00288240742673117,97.9343520132582,0,94.4144144144144,184.374437443744,6983121.67720211,0.0112663347596792,98.7852017029898,269.330151235574,11.9011463353708,250.159949954913,2.62274398039357,773.177269453778,1685853079.57608,-78.1804108546222,47.0165018373692,46480.082294577,3.87362993371034,387.034864724294,2.47091032888893,19.4358153415863,1693.04131012303,8020728.33410607,68.9439571104302,-103137.991764499,-8.91856661633616,1657.64859846393
2988,6.95132967592593,18,27.71,2,7188844.19387142,0.00259461480492664,98.8026592984199,0,111.351351351351,178.757875787579,7271554.48476328,0.016469729981077,98.2383219144555,223.834420710463,191.231725870791,58.4294839844636,2.93765505816745,770.044635069942,864551542.601212,-68.1218180476163,200.531264185588,139687.888433852,20.2173897674453,141.808294377425,38.9299693623437,100.026620976111,1517.58121308539,4057060.47585269,110.159806037423,40114.1455345559,115.349311962474,1381.07166817041
7579,5.18268354166667,9,20,2,6988938.32597694,0.00288240290531289,97.9343526560044,0,94.4144144144144,184.266426642664,6983119.35485757,0.0112623043129921,98.6810197612965,269.34409147888,11.9109520137885,250.154193295075,4.93425631645125,1282.85533868788,971017434.517837,-78.2599873644171,24.2945813548155,33996.8459308863,3.40040301382638,278.665788309429,2.23316390973889,34.2747909261424,1221.89551075249,4852298.0538428,68.9511630402102,-64388.1377351133,-6.82118858635384,1481.03457342653
11686,4.65602282407407,1,21,2,7065081.43393394,0.000862167649039598,98.2305611652083,0,171.531531531532,253.789378937894,7060560.77621542,0.00141743799472909,86.3198369326717,170.301086032659,347.382964592469,128.305612520675,4.70556139344334,260.343926374325,4926191760.04554,64.0663944029238,33.6866076622461,16542.0202287074,6.31167372073296,-13.9962901300915,9.66434998891929,1.50692393262915,4986.07889075853,133400387.146926,3166.14908140277,-159354.863624135,1630.55428552782,-13834.0695088899
1793,4.64342634259259,1,21,2,7072267.6275167,0.00135586999004854,98.0913798970907,0,62.3423423423423,77.011701170117,7126998.79799757,0.0122016660661419,99.052584751584,194.617493500685,90.3810685272057,310.389559000452,4.17630779126887,134.701855963457,19364565.9488085,40.1580578620742,318.855199483812,12099.3931618001,10.7517549649774,-609.617739985433,-3.02313166714323,11.4893130958094,518.713897741473,641899.415052739,134.279617617574,-5688.81462905157,-105.944886308603,-615.307859140883
7579,5.56573925925926,9,20,2,6988938.60339889,0.00288243438772325,97.9343486550981,0,94.4144144144144,184.266426642664,6983118.76447829,0.0112578507396267,98.6812584500211,269.344058059442,11.919092000432,250.146323495121,5.01266152485455,1327.17988607423,1296765921.06515,-78.2599900476089,32.095636481391,34908.7067658472,3.85857913195265,348.500070417956,2.7936190285434,42.8091863032864,1460.24347524293,6340046.40082678,68.9593535725139,-83244.2647495511,-8.0970769763065,1582.5211423745
2426,4.20924509259259,1,21,2,7062859.89250655,0.000658604342842439,98.1196325045914,0,206.846846846847,229.450945094509,7091824.16086261,0.00859991764822522,74.1383413128187,243.517767143236,23.7955904624546,65.2168621040892,3.72210084808858,556.834535566895,154222347.595929,74.1124076484842,2.83155250013306,25701.4251137467,2.64230713594521,-96.5973915393484,0.423856030533085,5.08181738767917,1453.46562597614,434359.83666247,251.180907400947,8568.01283509116,-219.882314938307,-3098.54787945855
1793,5.16680591435185,1,21,2,7072267.54081435,0.00135588788554957,98.0913760889275,0,62.3423423423423,77.011701170117,7126997.81585804,0.0122018169519529,99.0525681733183,194.617517351609,90.3821737720674,310.388442130357,3.63478994018713,138.541870927168,31632500.204527,40.1580583189114,293.872879405938,16602.5377382361,10.2346176370037,-232.545190899966,-4.67610805774459,13.8797799816831,561.319033096956,993545.37517013,134.295881553298,-9565.70326930084,-105.133009060377,-689.291472892546
8767,1.65531505787037,15,5.1,2,7084835.29961297,0.000441079189076083,92.0734664159244,0,212.972972972973,246.660666066607,7077037.9865002,0.00133057008099697,86.3275176467958,170.342252197071,243.763104356035,197.088547982974,0.922438913528871,36.2940766517072,51316986.1338292,80.1478088858002,18.3251,530.8354,4.693989,27.2696,0.9335436,0.6204994,1913.404,590842.4,3991.88,-4859.964,-1824.51,937.2898
7347,6.64648127314815,9,20,2,6989086.13527098,0.00284648444044088,97.999137199889,0,99.8198198198198,179.98199819982,6982173.50816992,0.00385354722385321,81.2615408544388,82.0996036012654,104.489457586343,174.686089293334,6.24480102758945,2232.45665131487,1657874650.15153,-77.3732193432154,51.9074738492162,67127.490561912,4.10374849963439,748.277996516497,-1.77862996085682,-48.9624741863314,206.990120749202,13600315.0917503,427.0632873037,-24797.1445948391,133.235480669645,-1419.89250607044
11686,3.33487715277778,1,21,2,7065082.65485456,0.000861150023219439,98.2305686498883,0,171.891891891892,253.537353735374,7060564.15287087,0.00143689080800108,86.3028396646307,170.29529096074,347.031536668474,128.55072565125,6.42323651809752,540.588235166101,648829066.86581,64.1687359907281,31.802120157114,4037.75306902532,5.21979184834316,-40.5459438442605,6.56208987794439,-7.36514226213621,2590.71978112056,29210289.1585897,6743.94366296298,-55666.7053936551,1001.51656443289,6060.92028569105
5863,6.71281446759259,3,4.12,2,7186414.59066531,0.00103159472863526,98.69405680652,0,72.7927927927928,277.155715571557,7220103.95793437,0.00483108051919991,82.8009088339032,180.266909570593,196.130716118862,353.88385878981,2.47123233706476,66.1243525488152,8160736.1106019,-9.93481705193895,65.935655111468,52145.995313668,135.111531971555,-162.503802636627,-30.8002029379095,-6.93968639987058,728.183184368116,10548420.1092825,1246.9604434909,-33596.9442595606,-26.1132667000523,-441.536971279039
10848,2.60930951388889,7,9.1,2,6868340.52430171,0.000799397872376108,87.7892546959932,0,332.252252252252,130.945094509451,6985770.26535289,0.0169002537971099,98.8465763114818,309.796718384791,115.7231829066,344.359726856976,1.41562029886014,676.691074272448,271372641.470172,76.6220103649669,21.84969,80391.17,4.14551,-320.0205,4.370148,-6.875921,236.2472,1555361,143.0988,-8903.588,108.8652,95.76222
11548,4.1659355787037,1,21,2,7061826.11450565,0.000524257218304169,98.2654293482226,0,275.675675675676,174.365436543654,7049887.87238615,0.00266110997112322,86.8441814446302,112.020481559599,311.242327029522,146.400716320002,0.441300204294101,30.0527868923998,6419116998.57386,81.7344691166315,12.69473,10266.35,1.819641,37.79094,0.3879109,-5.002119,1027.509,25989210,402.9503,-36075.07,-119.0721,-3495.942
